868,2863,22105016,第2863题	试题编号：22105016,当飞机高于进近坡度时，飞行员看到VASIS发光的情况是上风灯、下风灯均为白色。,T,F,,,,
869,2864,22105017,第2864题	试题编号：22105017,当飞机保持了正确的进近坡度时，飞行员看到PAPI发光的情况是离跑道最近的两个为 红色，最远的两个为白色。,T,F,,,,
870,2865,12105018,第2865题	试题编号：12105018,在进近中的航空器驾驶员看见PAP：［灯是一红三白，这说明该航空器此时高度（）。,A.偏信I,B.正常,C.偏低,D.都不是,,
871,2866,12106001,第2866题	试题编号：12106001,*ACN值一般是：（）。,A.固定的数值,B.随温度变化,C.由机场建设部门提供,D.在不同道面和不同土基上ACN值不一样,,
872,2867,12106002,第2867题	试题编号：12106002,设在低强度土基上的柔性道面，最大允许胎压为1. OMpa,用经验评定法确定的道面等 级序号为40,则道面强度报告为（）。,A.	PCN40/R/B/W/T,B.	PCN40/F/C/Y/U,C.	PCN40/R/W/B/U,D.	PCN40/F/B/X/T,,
873,2868,22106003,第2868题	试题编号：22106003,机场的基准代号不同，其跑道的PCN值一定不同。,T,F,,,,
874,2869,22106004,第2869题	试题编号：22106004,同一条跑道，场建部门可提供几个典型的PCN值。,T,F,,,,
875,2870,22106005,第2870题	试题编号：22106005,当一架航空器的ACN值大于某跑道的PCN值时，该道面一定不能承受此飞机的运行。,T,F,,,,
876,2871,22106006,第2871题 试题编号：22106006,一架B757-200飞机，分别在银川机场（PCN32/F/C/Y/T）和首都机场（PCN90/R/B/W/T） 上运行的ACN值相同。,T,F,,,,
877,2872,22106007,第2872题	试题编号：22106007,道面强度报告为PCN60/R/B/W/U,表示设置在中强度土基刚性道面，用技术评定法评 定的道面等级序号为60且无胎压限制。,T,F,,,,
878,2873,22106008,第2873题	试题编号：22106008,一架B747sp中强度柔性道面上的ACN为43,胎压为1.30pa,它能够在道面强度报告 为PCN51/R/B/Y/T的跑道上起降。,T,F,,,,
879,2874,12107001,第2874题 试题编号：12107001,仪表飞行时，空中交通管制员对航空器之间的间隔，距离，（）配备是否正确负责。,A.局度层,B.时间,C.方位,D,角度,,
880,2875,12107002,第2875题 试题编号：12107002,在机场区域内，仪表飞行航空器距障碍物最高点的最低垂直间隔，平原不得小于（） m,丘陵和山区不得小于600%,A.	300,B.	400,C.	500,D.	600,,
881,2876,12107003,第2876题 试题编号：12107003,在机场区域，以机场导航台为中心，半径（）km范围内，航空器距离障碍物最高 点，平原不得小于（）m,丘陵和山区不得小于（）mo,A.	30； 200； 400,B.	45； 250； 500,C.	55； 300； 600,D.	65； 350； 900,,
882,2877,12107004,第2877题	试题编号：12107004,航路、航线飞行或者转场飞行的安全高度，在（）应当高出航路中心线、航线两侧各 25km以内最高标高600m。,A.同］原,B.山区,C.平原,D.局原和山区,,
883,2878,12107005,第2878题	试题编号：12107005,航路、航线飞行或者转场飞行的安全高度，在高原和山区应当高出航路中心线、航线 两侧各（）km以内最高标高600m。,A.	10,B.	15,C.	20,D.	25,,
884,2879,12107006,第2879题	试题编号：12107006,航路、航线飞行或者转场飞行的安全高度，在高原和山区以外地区应当高出航路中心 线、航线两侧各（）km以内最高标高400m。,A.	10,B.	15,C.	20,D.	25,,
885,2880,12107007,第2880题	试题编号：12107007,最低等待高度层，距离地面最高障碍物的真实高度不得少于（）m。,A.	300,B.	400,C.	600,D.	800,,
886,2881,12107008,第2881题	试题编号：12107008,在C、*D类空域内顺向仪表飞行，同速航空器在同一空中走廊内同高度飞行，其最低间 隔为（）分钟。,A.	2,B.	3,C.	4,D.	5,,
887,2882,12107009,第2882题 试题编号：12107009,引导按IFR飞行的离场航空器偏离标准离场航线时，管制员应当确保航空器在飞越地 面障碍物时有不低于（）m的超障余度。,A.	400,B.	600,C.	300,D.平原300、山区600,,
888,2883,12107010,第2883题 试题编号：12107010,航路、航线飞行或者转场飞行的安全高度，在高原和山区应当高出航路中心线、航线 两侧各25km以内最高标高（）nu,A.	200,B.	300,C.	400,D.	600,,
889,2884,12107011,第2884题 试题编号：12107011,航路、航线飞行或者转场飞行的安全高度，在高原和山区以外地区应当高出航路中心 线、航线两侧各25km以内最高标高（）mo,A.	200,B.	300,C.	400,D.	600,,
890,2885,12107012,第2885题 试题编号：12107012,航空器需要紧急放油时，其他航空器与放油航空器间隔：在放油航空器飞行高度（） m以上通过。,A.	300,B.	600,C.	900,D.	1200,,
891,2886,22107013,第2886题 试题编号：22107013,航空器利用仪表进近程序图进入着陆过程中，不得低于仪表进程序规定的超障高度飞 行。,T,F,,,,
892,2887,22107014,第2887题	试题编号：22107014,在指定高度飞行的航空器只要报告脱离该高度，就可以将该高度指定给其他航空器。,T,F,,,,
893,2888,22107015,第2888题	试题编号：22107015,报告有强烈颠簸时，在航空器报告已脱离当前高度，并到达指定的新高度之前，可以 将所脱离的高度指定给其他航空器。,T,F,,,,
894,2889,12108001,第2889题	试题编号：12108001,在C、*D类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为（）分钟。,A. 3,B, 5,C. 10,D. 15,,
895,2890,12108002,第2890题	试题编号：12108002,在C、*D类空域内，在同一空中走廊内或夹角小于45度的两个空中走廊内，一架航空 器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为（）分钟。,A. 3,B. 5,C, 10,D. 15,,
896,2891,12108003,第2891题	试题编号：12108003,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论其航向如何，其到达 导航设备上空的时间间隔不得少于（）分钟。,A. 3,B. 5,C. 10,D. 15,,
897,2892,12108004,第2892题	试题编号：12108004,在（）类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为5分钟。,A. A,B.	B,C.	C,D.	C、D,,
898,2893,12108005,第2893题	试题编号：12108005,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论航向如何，其到达同 一导航设备上空的时间间隔不得少于（）分钟。,A.	5,B.	10,C.	15,D.	20,,
899,2894,12108006,第2894题	试题编号：12108006,在C、*D类空域内顺向仪表飞行，在同一空中走廊或夹角小于45度的两个空中走廊 内，一架航空器穿越顺向飞行的其它航空器的高度层，其最低间隔为（）分钟。,A.	2,B.	3,C.	4,D.	5,,
900,2895,12108007,第2895题	试题编号：12108007,在C、*D类空域内逆向仪表飞行，无空中走廊时，在同高度进入C类空域的航空器，不 论其航向如何，其到达同一导航设备上空的时间间隔不得少于（）分钟。,A.	5,B.	10,C.	15,D.	20,,
901,2896,12108008,第2896题	试题编号：12108008,在C、*D类空域内，在同一空中走廊内或夹角小于（）度的两个空中走廊内，一架航 空器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为5分钟。,A.	15,B.	30,C.	45,D.	60,,
902,2897,12108009,第2897题	试题编号：12108009,无空中走廊时，在同高度仪表飞行进入（）类空域的航空器，不论其航向如何，其到 达导航设备上空的时间间隔不得少于10分钟。,A.	A,B.	B,C.	C,D.	D,,
903,2898,22108010,第2898题	试题编号：22108010,在C、*D类空域内，仪表飞行同速航空器同一空中走廊内同高度飞行，并且该走廊内有 导航设备时，最低纵向间隔为10分钟。,T,F,,,,
904,2899,22108011,第2899题	试题编号：22108011,无空中走廊时，在同高度仪表飞行进入C类空域的航空器，不论其航向如何，其到达 导航设备上空的时间间隔不得少于5分钟。,T,F,,,,
905,2900,22108012,第2900题 试题编号：22108012,在C、*D类空域内，在同一空中走廊内或夹角小于30度的两个空中走廊内，一架航空 器穿越顺向飞行的其他航空器的高度层，最低纵向间隔为5分钟。,T,F,,,,
906,2901,12109001,第2901题 试题编号：12109001,在C,*D类空域内，逆向仪表飞行航空器之间必须保持规定的高度差，只有证实航空器 已（）后，方可准许相互占用或穿越高度层。,A.彼此联络,B.彼此看到,C.彼此飞越,D.彼此听到,,
907,2902,12109002,第2902题 试题编号：12109002,航空器同时■使用航路上的同一测距台测距，其中一架航空器保持其高度层，另一架航 空器在同航迹上升或者下降，改变高度穿越被占用的高度层时，航空器之间的距离间 隔不少于（）km0,A. 20,B. 30,C. 40,D. 50,,
908,2903,12109003,第2903题 试题编号：12109003,逆向飞行的航空器同时使用航路上的同一测距台，证实两架航空器已相遇且相距（） km以上，可以允许航空器上升、下降至或穿越另一航空器占用的高度。,A. 20,B. 30,C. 40,D. 50,,
909,2904,12109004,第2904题 试题编号：12109004,逆向飞行（包括使用同一测距台的径向线上的飞行），两架航空器相遇前应当配备规 定的垂直间隔，经测距台定位，证实航空器已相遇后（）km以上，可以相互穿越高 度。,A. 40,B. 20,C. 5,D. 10,,
910,2905,12109005,第2905题 试题编号：12109005,在C、*D类空域内，逆向仪表飞行航空器之间必须保持规定的高度差，只有证实航空器 已（）后，方可准许互相占用或穿越高度层。,A.彼此联络,B.彼此看到,C.彼此飞越,D.彼此听到,,
911,2906,12109006,第2906题 试题编号：12109006,当两架航空器纵向和侧向间隔小于规定标准时，一架航空器未离开所占用的高度层， 不得指挥另一架航空器（）或（）该高度层",A.穿越；占用,B.起飞；通过,C.使用；飞越,D. A、B 和 C,,
912,2907,12109007,第2907题 试题编号：12109007,管制员应当在失去通信联络的航空器预计到达着陆机场导航台上空前（）分钟，将等 待空域内该航空器占用的高度层空出。,A. 5,B. 15,C. 10,D. 20,,
913,2908,12109008,第2908题 试题编号：12109008,在C类空域内仪表飞行时，航迹差在。度至45度范围内，不论进场航空器在何位置， 同时进离场的航空器相互穿越或占用对方高度层的最低间隔标准为离场航空器() 后O,A.加入航线3分钟,B.飞出走廊,C. 一转弯,D.高度 600m,,
914,2909,12109009,第2909题 试题编号：12109009,在C类空域内仪表飞行时，航迹差在。度至45度范围内，走廊口有导航设备，且能正 常工作，进场航空器位置在()以外，同时进离场的航空器相互穿越或占用对方高度 层的最低间隔标准为离场航空器起飞加入航线后。,A.距离机场3分钟,B.距离走廊口 3分钟,C.加入穿云起始位置,D.三转弯,,
915,2910,12109010,第2910题 试题编号：12109010,在C类空域内仪表飞行时，航迹差在46度至90度范围内，不论进场航空器在何位 置，同时进离场的航空器相互穿越或占用对方高度层的最低间隔标准为离场航空器 ()。,A.加入航线3分钟后,B.加入航线5分钟后,C.距离机场3分钟,D.距离走廊口 3分钟,,
916,2911,12109011,第2911题 试题编号：12109011,在C类空域内仪表飞行时，航迹差在46度至90度范围内，走廊口有导航设备，且能 正常工作，进场航空器在()以外，同时进离场的航空器相互穿越或占用对方高度层 的最低间隔标准为离场航空器起飞加入航线后。,A.距离走廊口 3分钟,B.加入穿云起始位置,C.距离机场5分钟,D.距离走廊口 5分钟,,
917,2912,12109012,第2912题 试题编号：12109012,在C类空域内仪表飞行时，航迹差在91度至135度范围内，同时进离场的航空器相互 穿越或占用对方高度层的最低间隔标准为离场航空器（）。,A.距离机场5分钟,B.距离走廊口 3分钟,C.加入航线5分钟后,D.加入航线10分钟后,,
918,2913,12109013,第2913题 试题编号：12109013,在C类空域内仪表飞行时，走廊口有导航设备，且能正常工作，同时进离场的航空器 相互穿越或占用对方高度层的最低间隔标准为进、离场航空器距离机场均在（）km 以外。,A. 50,B. 30,C. 40,D. 20,,
919,2914,12109014,第2914题 试题编号：12109014,在C类空域内仪表飞行时，航迹差在136度至180度范围内，同时进离场的航空器相 互穿越或占用对方高度层的最低间隔标准为（）。,A.证实航空器已彼此飞越后,B.距离机场5分钟,C.距离走廊口 6分钟,D,加入航线5分钟后,,
920,2915,12109015,第2915题 试题编号：12109015,**D类空域内，同航迹仪表飞行最低间隔标准：慢速航空器在前，快速航空器在后（较 高的高度层），保证快速航空器穿越前方航空器的高度层有（）分钟以上的间隔。,A. 5,B. 4,C. 10,D. 2,,
921,2916,12109016,第2916题 试题编号：12109016,在C、*D类空域内使用测距台仪表飞行时，经测距台定位，证实两架逆向飞行的航空器 确已（）km以上，可以允许航空器上升、下降至或穿越被占用的高度。,A.相遇且相距20,B.相遇且相距15,C.相距15,D.相距30,,
922,2917,12109017,第2917题	试题编号：12109017,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在。度至45度范围内，不论进离场航空器在何位置，为离场航空器 加入航线（）分钟后。,A. 2,B. 3,C. 4,D. 5,,
923,2918,12109018,第2918题	试题编号：12109018,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在。度至45度范围内，走廊口有导航设备且能正常工作，进场航空 器位置在距离机场（）分钟以外，为离场航空器起飞加入航线后。,A.	2,B.	3,C.	4,D.	5,,
924,2919,12109019,第2919题 试题编号：12109019,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在46度至90度范围内，不论进离场航空器在何位置，为离场航空 器加入航线（）分钟后。,A.	2,B.	3,C.	4,D.	5,,
925,2920,12109020,第2920题	试题编号：12109020,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在46度至90度范围内，走廊口有导航设备且能正常工作，进场航 空器位置在距离机场（）分钟以外，为离场航空器起飞加入航线后。,A.	2,B.	3,C.	4,D.	5,,
926,2921,12109021,第2921题	试题编号：12109021,在C类空域内仪表飞行时，同时进、离场的航空器相互穿越或占用对方高度层的最低 间隔标准：航迹差在91度至135度范围内，不论进离场航空器在何位置，为离场航空 器加入航线（）分钟后。,A. 10,B. 5,C.3,D.2,,
927,2922,12109022,第2922题	试题编号：12109022,在同一巡航高度层的航空器同航迹飞行，同时使用航路上的同一测距台测距时，航空 器间最低间隔标准为（）km。,A. 30,B. 40,C. 50,D, 60,,
928,2923,12109023,第2923题	试题编号：12109023,在同一巡航高度层的航空器同航迹飞行，同时使用航路上的同一测距台测距时，前机 真空速大于后机（）km/h,航空器间最低间隔标准为40km,A, 40,B, 50,C. 60,D. 80,,
929,2924,12109024,第2924题	试题编号：12109024,在同一巡航高度层的航空器同航迹飞行，同时使用航路上的同一测距台测距时，前机 真空速大于后机40km/h,航空器间最低间隔标准为（）kmo,A, 20,B. 30,C. 40,D. 50,,
930,2925,12109025,第2925题	试题编号：12109025,在同一巡航高度层的航空器在交叉航迹上飞行，同时使用位于航迹交叉点的测距台测 距时，航空器间最低间隔标准为（）kmo,A. 30,B. 40,C. 50,D. 60,,
931,2926,12109026,第2926题 试题编号：12109026,在同一巡航高度层的航空器在交叉航迹上飞行，同时使用位于航迹交叉点的测距台测 距时，前机真空速大于后机（）km/h时，航空器间最低间隔标准为40km。,A.	40,B.	50,C.	60,D.	80,,
932,2927,12109027,第2927题 试题编号：12109027,在同一巡航高度层的航空器在交叉航迹上飞行，同时使用位于航迹交叉点的测距台测 距时，前机真空速大于后机40km/h时，航空器间最低间隔标准为（）km,A.	20,B.	30,C.	40,D.	50,,
933,2928,22109028,第2928题 试题编号：22109028,航空器同时使用航路上的同一测距台测距，其中一架航空器保持其高度层，另一架航 空器在同航迹上升或者下降，改变高度穿越被占用的高度层时，航空器之间的距离间 隔不少于60km。,T,F,,,,
934,2929,22109029,第2929题 试题编号：22109029,逆向飞行的航空器同时使用航路上的同一测距台，证实两架航空器已相遇且相距10km 以上，可以允许航空器上升、下降至或穿越另一航空器占用的高度。,T,F,,,,
